,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,name,position,value,Goals_Assists,position_short,team_short,understat_ID,xG,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,Difficulty,Avg_Difficulty,GW,Opponents,Home_away
465,,,91047,0,0,0,0,0,3,2.1,1.1,1,Stuart,1.0,405,False,,,50,91047.jpg,0.2,Armstrong,0.1,False,,a,Southampton,20,1,296,296,598,598,0.2,0.2,S.Armstrong,45,0,0,0,2,0,0,0,0,0,0,0,0,3.4,2.6,0.0,0.6,219,95,154,90,457,180,243,111,2.0,,,,,,Stuart Armstrong S.Armstrong,Midfielder,0.2,0,M,SOU,4419,0.05157419666647911,0.0,1.0,0.0,0.0,0.05157419666647911,0.05157419666647911,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
466,,,96787,0,0,0,0,0,3,2.5,1.5,0,Mohamed,0.0,406,False,,,55,96787.jpg,0.0,Elyounoussi,0.1,False,,a,Southampton,20,0,67,67,719,719,0.0,0.0,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,227,537,231,522,222,538,231,,,,,,,Mohamed Elyounoussi Elyounoussi,Midfielder,0.0,0,M,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
467,,,101178,0,0,0,0,0,3,2.8,1.8,9,James,9.0,407,False,,,65,101178.jpg,1.4,Ward-Prowse,10.0,False,,a,Southampton,20,9,70417,70417,16032,16032,1.4,1.4,Ward-Prowse,90,1,0,0,4,0,0,0,0,0,0,2,33,49.2,56.1,24.0,12.9,8,3,3,3,48,26,8,5,1.0,,1.0,,1.0,,James Ward-Prowse Ward-Prowse,Midfielder,1.4,1,M,SOU,843,0.05786276236176491,0.12780749797821045,2.0,3.0,1.0,0.05786276236176491,0.1413804143667221,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
468,,,155511,0,0,0,0,0,4,2.0,1.0,1,Adam,1.0,408,False,,,55,155511.jpg,0.2,Armstrong,0.7,False,,a,Southampton,20,1,4397,4397,5204,5204,0.2,0.2,A.Armstrong,45,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.8,1.0,0.0,533,40,207,25,189,29,542,45,,,,,,,Adam Armstrong A.Armstrong,Forward,0.2,0,F,SOU,4419,0.05157419666647911,0.0,1.0,0.0,0.0,0.05157419666647911,0.05157419666647911,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
469,,,158534,0,0,0,0,0,2,2.4,1.4,0,Kyle,0.0,409,False,,,45,158534.jpg,0.0,Walker-Peters,1.2,False,,a,Southampton,20,0,2277,2277,4676,4676,0.0,0.0,Walker-Peters,90,0,0,0,4,0,0,0,0,0,0,0,10,20.2,4.2,4.0,2.8,73,30,135,40,134,35,139,47,,,,,,,Kyle Walker-Peters Walker-Peters,Defender,0.0,0,D,SOU,885,0.0,0.0,0.0,0.0,0.0,0.0,0.07950671762228012,0.07950671762228012,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
470,,,171771,0,0,0,0,0,2,2.4,1.4,0,Jan,0.0,410,False,,,45,171771.jpg,0.0,Bednarek,0.5,False,,a,Southampton,20,0,536,536,2224,2224,0.0,0.0,Bednarek,90,0,0,0,4,0,0,0,0,0,0,0,18,14.6,21.0,4.0,4.0,115,59,50,11,135,36,99,27,,,,,,,Jan Bednarek Bednarek,Defender,0.0,0,D,SOU,6042,0.0,0.09831202030181885,0.0,2.0,0.0,0.0,0.04521222040057182,0.04521222040057182,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
471,,,200439,0,0,0,0,0,4,2.5,1.5,0,Che,0.0,411,False,,,65,200439.jpg,0.0,Adams,0.7,False,,a,Southampton,20,0,1410,1410,8654,8654,0.0,0.0,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,560,51,564,54,561,52,564,54,,,,,,,Che Adams Adams,Forward,0.0,0,F,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
472,0.0,0.0,203389,0,0,0,0,0,3,0.0,0.0,0,Nathan,0.0,412,False,Knee injury - Expected back 13 Aug,2022-07-28T16:30:04.610163Z,50,203389.jpg,0.0,Tella,0.0,False,,i,Southampton,20,0,6,6,54,54,0.0,0.0,Tella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,211,515,218,491,202,517,216,,,,,,,Nathan Tella Tella,Midfielder,0.0,0,M,SOU,579,0.013540280051529408,0.0,1.0,0.0,0.0,0.013540280051529408,1.0524498224258423,1.0524498224258423,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
473,,,212721,0,0,0,0,0,2,2.4,1.4,0,Lyanco,0.0,413,False,,,45,212721.jpg,0.0,Silveira Neves Vojnovic,0.0,False,,a,Southampton,20,0,23,23,255,255,0.0,0.0,Lyanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,176,400,173,356,157,416,176,,,,,,,Lyanco Silveira Neves Vojnovic Lyanco,Defender,0.0,0,D,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
474,,,213482,0,0,0,0,0,2,1.5,0.5,0,Yan,0.0,414,False,,,40,213482.jpg,0.0,Valery,0.9,False,,a,Southampton,20,0,3740,3740,2843,2843,0.0,0.0,Valery,45,0,0,0,2,0,0,0,0,0,0,0,1,4.0,0.9,0.0,0.5,214,88,199,67,227,75,250,89,,,,,,,Yan Valery Valery,Defender,0.0,0,D,SOU,7280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
475,0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,Will,0.0,415,False,Joined Stoke City on loan - Expected back 01 Jul,2022-07-27T11:00:04.337061Z,45,214466.jpg,0.0,Smallbone,0.0,False,,u,Southampton,20,0,0,0,213,213,0.0,0.0,Smallbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,142,402,152,358,128,418,151,,,,,,,Will Smallbone Smallbone,Midfielder,0.0,0,M,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
476,,,240143,0,0,0,0,0,3,1.5,0.5,1,Ibrahima,1.0,416,False,,,45,240143.jpg,0.2,Diallo,0.8,False,,a,Southampton,20,1,1317,1317,2733,2733,0.2,0.2,Diallo,15,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.3,10.0,1.4,244,111,156,91,93,56,210,96,,,,,,,Ibrahima Diallo Diallo,Midfielder,0.2,0,M,SOU,6736,0.049223147332668304,0.0,1.0,0.0,0.0,0.049223147332668304,0.0835176408290863,0.0342944972217083,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
477,,,244560,0,0,0,0,0,2,2.4,1.4,1,Romain,1.0,417,False,,,45,244560.jpg,0.2,Perraud,0.1,False,,a,Southampton,20,1,82,82,202,202,0.2,0.2,Perraud,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,24.0,2.5,423,187,195,66,45,9,151,56,,,,,,,Romain Perraud Perraud,Defender,0.2,0,D,SOU,6500,0.0342944972217083,0.0,1.0,0.0,0.0,0.0342944972217083,0.0342944972217083,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
478,,,431131,0,0,0,0,0,3,2.1,1.1,5,Moussa,5.0,418,False,,,50,431131.jpg,1.0,Djenepo,0.1,False,,a,Southampton,20,5,3586,3586,669,669,1.0,1.0,Djenepo,71,0,1,0,4,0,0,0,0,0,0,0,16,22.6,12.2,12.0,4.7,62,24,98,59,90,53,82,46,,,,,,,Moussa Djenepo Djenepo,Midfielder,1.0,1,M,SOU,7701,0.08541289716959,0.044963642954826355,1.0,1.0,0.0,0.08541289716959,0.044963642954826355,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
479,0.0,0.0,441191,0,0,0,0,0,2,0.0,0.0,0,Tino,0.0,419,False,Knee injury - Expected back 01 Jan,2022-07-05T15:30:04.232654Z,45,441191.jpg,0.0,Livramento,0.0,False,,i,Southampton,20,0,42,42,248,248,0.0,0.0,Livramento,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,437,192,440,191,401,180,449,191,,,,,,,Tino Livramento Livramento,Defender,0.0,0,D,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
480,,,450527,0,0,0,0,0,2,2.4,1.4,-2,Mohammed,-2.0,420,False,,,45,450527.jpg,-0.4,Salisu,0.2,False,,a,Southampton,20,-2,334,334,1516,1516,-0.4,-0.4,Salisu,90,0,0,0,4,1,0,0,0,0,0,0,7,16.0,17.0,6.0,3.9,106,54,68,18,123,28,105,29,,,,,,,Mohammed Salisu Salisu,Defender,-0.4,0,D,SOU,6923,0.04428984597325325,0.04521222040057182,1.0,1.0,0.0,0.04428984597325325,0.04521222040057182,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
481,,,200428,0,0,0,0,0,1,1.5,0.5,0,Mateusz,0.0,421,False,,,40,200428.jpg,0.0,Lis,0.3,False,,a,Southampton,20,0,478,478,601,601,0.0,0.0,Lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,294,36,289,17,222,17,310,36,,,,,,,Mateusz Lis Lis,Goalkeeper,0.0,0,GK,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
482,,,456350,0,0,0,0,0,1,2.7,1.7,1,Gavin,1.0,422,False,,,45,456350.jpg,0.2,Bazunu,0.7,False,,a,Southampton,20,1,1297,1297,1903,1903,0.2,0.2,Bazunu,90,0,0,0,4,0,0,0,0,0,5,0,20,33.6,0.0,0.0,3.4,35,5,448,45,410,45,122,5,,,,,,,Gavin Bazunu Bazunu,Goalkeeper,0.2,0,GK,SOU,10765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
483,,,477386,0,0,0,0,0,2,2.4,1.4,0,Armel,0.0,423,False,,,45,477386.jpg,0.0,Bella-Kotchap,0.1,False,,a,Southampton,20,0,45,45,427,427,0.0,0.0,Bella-Kotchap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453,195,456,194,420,185,465,195,,,,,,,Armel Bella-Kotchap Bella-Kotchap,Defender,0.0,0,D,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
484,,,20310,0,0,0,0,0,1,1.5,0.5,0,Willy,0.0,424,False,,,40,20310.jpg,0.0,Caballero,1.3,False,,a,Southampton,20,0,1501,1501,1901,1901,0.0,0.0,Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,267,23,261,3,194,3,283,23,,,,,,,Willy Caballero Caballero,Goalkeeper,0.0,0,GK,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
485,,,193204,0,0,0,0,0,3,2.5,1.5,2,Joe,2.0,512,False,,,55,193204.jpg,0.4,Ayodele-Aribo,0.6,False,,a,Southampton,20,2,2180,2180,2984,2984,0.4,0.4,Aribo,90,0,0,0,4,0,0,0,0,0,0,0,5,9.4,5.2,23.0,3.8,164,63,126,74,50,28,110,60,,,,,,,Joe Ayodele-Aribo Aribo,Midfielder,0.4,0,M,SOU,10766,0.04521222040057182,0.0,1.0,0.0,0.0,0.04521222040057182,0.07950671762228012,0.0342944972217083,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
486,,,476888,0,0,0,0,0,4,2.0,1.0,0,Sékou,0.0,528,False,,,55,476888.jpg,0.0,Mara,0.1,False,,a,Southampton,20,0,279,279,715,715,0.0,0.0,Mara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,549,46,553,50,546,46,554,50,,,,,,,Sékou Mara Mara,Forward,0.0,0,F,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
487,,,37915,0,0,0,0,0,1,4.0,4.5,2,Hugo,2.0,425,False,,,55,37915.jpg,0.4,Lloris,4.7,False,,a,Spurs,6,2,6184,6184,17888,17888,0.4,0.4,Lloris,90,0,0,0,1,0,0,0,0,0,1,0,10,10.8,0.0,0.0,1.1,152,14,532,54,514,54,223,14,,,,,,,Hugo Lloris Lloris,Goalkeeper,0.4,0,GK,TOT,637,0.0,0.0,0.0,0.0,0.0,0.0,0.28958261013031006,0.28958261013031006,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
488,,,40383,0,0,0,0,0,1,1.0,1.5,0,Fraser,0.0,426,False,,,40,40383.jpg,0.0,Forster,6.3,False,,a,Spurs,6,0,4347,4347,11830,11830,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,272,27,266,7,199,7,288,27,,,,,,,Fraser Forster Forster,Goalkeeper,0.0,0,GK,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
489,,,78830,-1,1,-1,1,0,4,3.9,4.4,2,Harry,2.0,427,False,,,114,78830.jpg,0.2,Kane,21.8,False,,a,Spurs,6,2,16181,16181,553798,553798,0.2,0.2,Kane,90,0,0,0,1,0,0,0,0,0,0,0,4,14.6,22.2,34.0,7.1,118,9,48,4,33,11,39,7,,,1.0,,1.0,,Harry Kane Kane,Forward,0.2,0,F,TOT,647,0.1430455893278122,0.24491143226623535,2.0,2.0,0.0,0.1430455893278122,0.6486406922340393,0.26068365573883057,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
490,,,85971,0,0,0,0,0,3,3.7,4.2,5,Son,5.0,428,False,,,120,85971.jpg,0.4,Heung-min,23.2,False,,a,Spurs,6,5,21941,21941,101229,101229,0.4,0.4,Son,90,0,1,0,1,0,0,0,0,0,0,0,23,36.2,52.5,56.0,14.5,29,13,4,4,9,5,6,4,1.0,,3.0,,3.0,,Son Heung-min Son,Midfielder,0.4,1,M,TOT,453,0.4375823438167572,0.2536002993583679,4.0,4.0,0.0,0.4375823438167572,0.7098307609558105,0.16515900194644928,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
491,,,87835,0,0,0,0,0,2,2.3,2.8,1,Matt,1.0,429,False,,,50,87835.jpg,0.2,Doherty,0.8,False,,a,Spurs,6,1,670,670,8502,8502,0.2,0.2,Doherty,3,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.0,0.0,0.5,204,86,487,196,453,189,252,90,,,,,,,Matt Doherty Doherty,Defender,0.2,0,D,TOT,6852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
492,,,93264,0,0,0,0,0,2,2.3,2.8,8,Eric,8.0,430,False,,,50,93264.jpg,1.6,Dier,4.1,False,,a,Spurs,6,8,27680,27680,9463,9463,1.6,1.6,Dier,90,1,0,0,1,0,0,0,0,0,0,0,27,43.6,0.4,17.0,6.1,10,3,226,81,76,16,51,14,,,2.0,,,,Eric Dier Dier,Defender,1.6,1,D,TOT,643,0.030514203011989594,0.0,1.0,0.0,1.0,0.030514203011989594,0.49129462242126465,0.49129462242126465,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
493,,,95715,0,0,0,0,0,3,2.2,2.7,1,Lucas,1.0,431,False,,,60,95715.jpg,0.2,Rodrigues Moura da Silva,0.4,False,,a,Spurs,6,1,1360,1360,3733,3733,0.2,0.2,Lucas Moura,4,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,237,106,555,240,549,238,273,128,,,,,,,Lucas Rodrigues Moura da Silva Lucas Moura,Midfielder,0.2,0,M,TOT,3293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
494,,,115556,0,0,0,0,0,2,2.3,2.8,2,Ben,2.0,432,False,,,50,115556.jpg,0.4,Davies,0.8,False,,a,Spurs,6,2,1499,1499,3228,3228,0.4,0.4,Davies,85,0,0,0,1,0,0,0,0,0,0,0,14,22.4,16.8,9.0,4.8,63,24,69,19,102,21,76,21,,,,,,,Ben Davies Davies,Defender,0.4,0,D,TOT,660,0.030809756368398666,0.010532418265938759,1.0,1.0,0.0,0.030809756368398666,0.8779164552688599,0.8365743160247803,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
495,,,132015,0,0,0,0,0,3,2.0,2.5,2,Pierre-Emile,2.0,433,False,,,55,132015.jpg,0.4,Højbjerg,0.9,False,,a,Spurs,6,2,2582,2582,5458,5458,0.4,0.4,Højbjerg,90,0,0,0,1,0,0,0,0,0,0,0,16,19.8,26.9,0.0,4.7,79,29,33,26,529,226,83,47,,,,,,,Pierre-Emile Højbjerg Højbjerg,Midfielder,0.4,0,M,TOT,343,0.0,0.1691383421421051,0.0,2.0,0.0,0.0,0.6401556134223938,0.4710173010826111,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
496,,,157668,0,0,0,0,0,3,1.0,1.5,0,Harry,0.0,434,False,,,45,157668.jpg,0.0,Winks,2.2,False,,a,Spurs,6,0,11402,11402,12273,12273,0.0,0.0,Winks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,131,380,141,325,117,397,140,2.0,,,,,,Harry Winks Winks,Midfielder,0.0,0,M,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
497,,,173904,0,0,0,0,0,2,1.9,2.4,0,Davinson,0.0,435,False,,,45,173904.jpg,0.0,Sánchez,0.8,False,,a,Spurs,6,0,700,700,7183,7183,0.0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,169,386,166,335,143,402,169,,,,,,,Davinson Sánchez Sánchez,Defender,0.0,0,D,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
498,,,184349,0,0,0,0,0,2,1.9,2.4,7,Ryan,7.0,436,False,,,45,184349.jpg,1.6,Sessegnon,1.3,False,,a,Spurs,6,7,50122,50122,5123,5123,1.6,1.6,R.Sessegnon,65,1,0,0,1,0,0,0,1,0,0,0,19,38.4,3.0,53.0,9.4,24,7,150,45,11,2,20,4,,,,,,,Ryan Sessegnon R.Sessegnon,Defender,1.6,1,D,TOT,6837,0.47698554396629333,0.0,2.0,0.0,1.0,0.47698554396629333,0.7840229868888855,0.7030852437019348,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
499,0.0,0.0,194252,0,0,0,0,0,3,0.0,0.0,0,Steven,0.0,437,False,Transferred to Ajax,2022-07-08T11:00:04.174761Z,55,194252.jpg,0.0,Bergwijn,0.0,False,,u,Spurs,6,0,0,0,84,84,0.0,0.0,Bergwijn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,232,544,235,533,230,545,236,,,,,,,Steven Bergwijn Bergwijn,Midfielder,0.0,0,M,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
500,,,199249,0,0,0,0,0,2,1.9,2.4,0,Sergio,0.0,438,False,,,45,199249.jpg,0.0,Reguilón,2.2,False,,a,Spurs,6,0,1589,1589,27672,27672,0.0,0.0,Reguilón,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,173,395,170,348,151,411,173,,,,,,,Sergio Reguilón Reguilón,Defender,0.0,0,D,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
501,,,199584,0,0,0,0,0,2,1.0,1.5,0,Japhet,0.0,439,False,,,40,199584.jpg,0.0,Tanganga,4.0,False,,a,Spurs,6,0,7780,7780,16463,16463,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,293,111,288,108,221,72,309,111,,,,,,,Japhet Tanganga Tanganga,Defender,0.0,0,D,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
502,,,202993,0,0,0,0,0,3,2.0,2.5,1,Rodrigo,1.0,440,False,,,55,202993.jpg,0.2,Bentancur,0.4,False,,a,Spurs,6,1,2615,2615,3506,3506,0.2,0.2,Bentancur,85,0,0,0,1,0,0,0,1,0,0,0,19,16.4,4.0,0.0,2.0,102,34,138,81,535,232,176,85,,,,,,,Rodrigo Bentancur Bentancur,Midfielder,0.2,0,M,TOT,6108,0.0,0.0,0.0,0.0,0.0,0.0,1.1592518091201782,1.1592518091201782,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
503,0.0,0.0,209042,0,0,0,0,0,3,0.0,0.0,0,Oliver,0.0,441,False,Foot injury - Expected back 28 Aug,2022-08-01T17:30:04.934306Z,45,209042.jpg,0.0,Skipp,0.1,False,,i,Spurs,6,0,208,208,1514,1514,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,140,398,150,354,126,414,149,,,,,,,Oliver Skipp Skipp,Midfielder,0.0,0,M,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
504,0.0,0.0,214225,0,0,0,0,0,2,0.0,0.0,0,Joe,0.0,442,False,Joined Rennes on loan - Expected back 01 Jul,2022-08-02T11:00:06.051540Z,40,214225.jpg,0.0,Rodon,0.1,False,,u,Spurs,6,0,0,0,1556,1556,0.0,0.0,Rodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,300,115,295,112,229,77,316,115,,,,,,,Joe Rodon Rodon,Defender,0.0,0,D,TOT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 2, 3]",2.75,"[2, 3, 4, 5]","['Chelsea', 'Wolves', ""Nott'm Forest"", 'West Ham']","['a', 'H', 'a', 'a']"
